id,word,normalized_word,part_of_speech,countability,zh_definition,en_definition,examples_json,suggested_chinese,translation_sense,source_languages,match_score,direct_score,matching_gloss_score,score_margin,source_line,source,license
68096,pain,pain,noun,U,精神痛苦；悲痛,strong emotional suffering,"[{""english"": ""The loss caused her great pain."", ""chinese"": ""這次失去令她承受巨大精神痛苦。""}]",疼；疼痛；痛；痛苦；苦痛,ache or bodily suffering,Chinese Mandarin,0.3080,0.3080,0.1938,0.3080,6180,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
18427,london,london,proper noun,,倫敦,"The capital city of the United Kingdom; the capital city of England, within Greater London. Situated on the tidal River Thames in southeast England, with a metropolitan population of more than 13,000,000.","[{""english"": ""How many days will you remain in London?"", ""chinese"": ""你要在倫敦待幾天？""}]",倫敦,capital of England and United Kingdom,Chinese | Chinese Mandarin,0.3076,0.2276,1.0000,0.3076,11419,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
21807,onion,onion,noun,C,洋蔥,"A monocotyledonous plant (Allium cepa), allied to garlic, used as vegetable and spice.","[{""english"": ""I love onions!"", ""chinese"": ""我愛洋蔥！""}]",北蔥；洋蔥；蔥頭,Allium cepa,Chinese | Chinese Mandarin,0.3073,0.2273,1.0000,0.3073,15560,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
15306,how,how,adverb,,怎么,In any manner in which; in whatever way; however.,"[{""english"": ""She's asking how that's possible."", ""chinese"": ""她问这怎么可能。""}]",咋；如何；怎仔樣；怎樣；怎麼；怎麼樣；按怎；按怎樣,in what manner,Chinese | Chinese Mandarin,0.3067,0.2267,1.0000,0.3067,4192,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
17372,krasnaya yaruga,krasnaya yaruga,proper noun,,紅亞魯加區,"An urban settlement of the raion of the same name of Belgorod Oblast, Central Federal District, Russia, established in December 2004.",[],紅亞魯加,"urban-type settlement in Krasnaya Yaruga, Krasnaya Yaruga, Belgorod, Central Russia",Chinese Mandarin,0.3059,0.3059,0.6072,0.3059,1381895,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
2543,baby,baby,noun,C,嬰兒,"A very young human, particularly from birth to a couple of years old or until walking is fully mastered.","[{""english"": ""Mick named the baby Richard."", ""chinese"": ""米克為嬰兒取名為理查。""}]",娃娃；嬰；嬰仔；嬰兒；嬰孩；嬰幼兒；宝宝；小娃娃,very young human being — see also child,Chinese | Chinese Mandarin,0.2999,0.2199,1.0000,0.2999,2512,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
27072,science,science,noun,U,科学,"(uncountable, archaic) Knowledge gained through study or practice; mastery of a particular discipline or area. [from 14th c.]",[],科學,particular discipline or branch of learning,Chinese Mandarin,0.2992,0.2192,0.8150,0.2992,6240,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
66587,wing,wing,noun,C,機翼,a part of an aircraft that provides lift,"[{""english"": ""Ice had formed on the aircraft's wings."", ""chinese"": ""飛機的機翼上結了冰。""}]",翅股；翅膀；翼仔；膀子；舞翼,part of an animal,Chinese | Chinese Mandarin,0.2979,0.2979,0.4371,0.2423,3997,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
10740,era,era,noun,C,时代,(informal) An indefinite period of time in one’s life characterized by a particular interest.,"[{""english"": ""The revolution ushered in a new era."", ""chinese"": ""革命迎来了新时代。""}]",時代；紀元,time period,Chinese Mandarin,0.2950,0.2150,0.9064,0.2950,8124,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
30162,sukha balka,sukha balka,proper noun,,蘇哈巴爾卡,"A village in Valky urban hromada, Bohodukhiv Raion, Kharkiv Oblast, Ukraine, founded in 1917.",[],蘇哈巴爾卡,"village in Mostove, Voznesensk, Mykolaiv, Ukraine",Chinese Mandarin,0.2947,0.2147,1.0000,0.2947,1389610,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
24710,pugach,pugach,proper noun,,普加奇,"A surname from Yiddish, Ukrainian, Russian, meaning “owl”, variant of Pugacz, equivalent to Ukrainian Пугач (Puhač) or Hebrew פוגץ or פוגטש.",[],普加奇,surname from Hebrew,Chinese Mandarin,0.2943,0.2143,1.0000,0.2943,1409486,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
66509,foot,foot,noun,C,腳；足,the part at the end of the leg on which a person or animal stands,"[{""english"": ""She hurt her left foot."", ""chinese"": ""她弄傷了左腳。""}]",腳；足；跤,part of animal’s body,Chinese | Chinese Mandarin,0.2936,0.2936,0.2738,0.1219,5533,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
67213,burn,burn,verb,I or T,燃燒；燒傷,"to be on fire, or to damage with fire or heat","[{""english"": ""Be careful not to burn your hand."", ""chinese"": ""小心不要燒傷你的手。""}]",燃燒；燒,to be consumed by fire,Chinese Mandarin,0.2932,0.2932,0.3252,0.2932,6468,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
66887,speak,speak,verb,I,說話,"(intransitive) To communicate with one's voice, to say words out loud.","[{""english"": ""Since Mario lied to me, I don't speak to him anymore."", ""chinese"": ""自從马里奥對我撒了谎，我就再也不跟他說話了。""}]",會說,to be able to communicate in a language,Chinese Mandarin,0.2929,0.2129,0.8797,0.2929,7138,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
31618,toledo,toledo,proper noun,,托萊多,"A large city and county seat of Lucas County, Ohio.",[],托萊多,city and province of Spain,Chinese,0.2916,0.2916,0.1784,0.2916,296472,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
18960,malta,malta,proper noun,,马耳他,The largest island in the Maltese Archipelago.,[],馬耳他島,island,Chinese Mandarin,0.2906,0.2106,1.0000,0.2906,2094,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
13058,gas,gas,noun,C,气体,"(countable, physical chemistry) A chemical element or compound in such a state.","[{""english"": ""The gas gives off a strong, unpleasant smell."", ""chinese"": ""這個氣體散發出強烈難聞的氣味。""}]",氣；氣體,"(uncountable, chemistry) state of matter",Chinese | Chinese Mandarin,0.2895,0.2895,0.6281,0.2895,2070,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
8298,dance,dance,noun,C or U,舞蹈,"A sequence of rhythmic steps or movements usually performed to music, for pleasure or as a form of social interaction.","[{""english"": ""Lately there have been constant dance rehearsals; Performances will be on Friday and Saturday."", ""chinese"": ""最近一直在舞蹈排练，周五周六要演出啊。""}]",舞蹈；跳舞,movements to music,Chinese | Chinese Mandarin,0.2879,0.2079,1.0000,0.2879,30017,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
33582,warm,warm,adjective,,热,"Of a somewhat high temperature, often but not always connoting that the high temperature is pleasant rather than uncomfortable.",[],暖和；溫暖；燒烙,having a temperature slightly higher than usual,Chinese | Chinese Mandarin,0.2861,0.2061,1.0000,0.2861,4006,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
17187,kili,kili,proper noun,,奇力語,A Tungusic language spoken in China and Russia.,[],奇力語,language,Chinese,0.2856,0.2056,1.0000,0.2856,400173,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
8759,demydivka,demydivka,proper noun,,代米迪夫卡,"A village in Omelnyk rural hromada, Kremenchuk Raion, Poltava Oblast, Ukraine, founded in 1654.",[],代米迪夫卡,"rural settlement in Demydivka, Dubno, Rivne, Ukraine",Chinese Mandarin,0.2830,0.2030,1.0000,0.2830,1382641,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
33893,where,where,adverb,,哪里,"(fused relative) The place in, at or to which.","[{""english"": ""I didn't know where it came from."", ""chinese"": ""我不知道它是从哪里来的。""}]",佗位；哪兒；哪裡；那兒；那裡,at or in which place,Chinese | Chinese Mandarin,0.2815,0.2815,0.5848,0.2815,7194,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
22022,oroqen,oroqen,adjective,,鄂倫春族,Of or related to the Oroqen people.,[],鄂倫春族,"Oroqen, an ethinic group",Chinese,0.2809,0.2009,1.0000,0.2809,575120,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
28520,smoke,smoke,verb,I,吸煙,(intransitive) To inhale and exhale tobacco smoke.,[],冒煙,to give off smoke,Chinese Mandarin,0.2800,0.2000,0.8352,0.2800,8980,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
8882,desert,desert,noun,C or U,沙漠,"A barren area of land or desolate terrain, especially one with little water or vegetation; a wasteland.","[{""english"": ""One third of the earth's surface is desert."", ""chinese"": ""地球表面的三分之一是沙漠。""}]",沙漠；砂漠,barren area,Chinese | Chinese Mandarin,0.2795,0.1995,1.0000,0.2795,17607,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
19900,minuet,minuet,noun,C,小步舞曲,(music) A complete short musical composition inspired by and conforming to many formal characteristics of the traditional musical accompaniment to the dance of same name.,[],小步舞曲,music accompanying the dance,Chinese,0.2767,0.1967,0.9533,0.2767,35143,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
66722,life,life,noun,C or U,生活,"The state of organisms preceding their death, characterized by biological processes such as metabolism and reproduction and distinguishing them from inanimate objects; the state of being alive and living.","[{""english"": ""Life is what happens to you while you're busy making other plans."", ""chinese"": ""生活就是當你忙著進行你的計劃時總有其他的事情發生。""}]",性命；生命；生活,the state of being alive,Chinese | Chinese Mandarin,0.2752,0.1952,1.0000,0.2752,8819,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
1860,armed,armed,adjective,,武裝的,"(of a person, specifically) Equipped with a gun.",[],武裝的,"equipped, especially with a weapon",Chinese Mandarin,0.2725,0.2725,0.2725,0.2725,30525,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
18578,low blow,low blow,noun,C,不公平的事,"(figurative, by extension) Any attack that is considered unfair or unscrupulous.",[],不公平的事,an unfair attack,Chinese,0.2717,0.2717,0.7438,0.2717,101746,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
28842,son,son,noun,C,兒子,One's male offspring.,[],兒子；囝；後生；後的,a male person in relation to his parents,Chinese | Chinese Mandarin,0.2700,0.1900,1.0000,0.2700,3946,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
18072,lift,lift,verb,T,舉起；抬起,To try to raise something; to exert the strength for raising or bearing.,"[{""english"": ""I can't lift my right arm."", ""chinese"": ""我無法舉起我的右手臂。""}]",举；抬；拿起；揚,to raise or rise,Chinese Mandarin,0.2694,0.1894,1.0000,0.2694,9056,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
66591,bad,bad,adjective,,不擅長的,not skilled or successful at doing something,"[{""english"": ""I am bad at remembering names."", ""chinese"": ""我不擅長記住別人的名字。""}]",不合適；不恰當,not suitable or fitting,Chinese Mandarin,0.2689,0.2689,0.1015,0.1590,4807,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
66920,fast,fast,adjective,,快的；快速的,moving or happening quickly,"[{""english"": ""This is a fast train."", ""chinese"": ""這是一列快速的火車。""}]",快,moving or capable of moving with great speed,Chinese Mandarin,0.2688,0.2688,0.1953,0.2688,10624,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
66891,war,war,noun,C or U,戰爭,"Organized, large-scale, armed conflict between countries or between national, ethnic, or other sizeable groups, usually but not always involving active engagement of military forces.","[{""english"": ""A nuclear war will bring about the destruction of mankind."", ""chinese"": ""核戰爭將會為人類帶來滅亡。""}]",仗；戰爭,conflict involving organized use of arms,Chinese | Chinese Mandarin,0.2683,0.1883,1.0000,0.2683,1624,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
15343,hryhorivka,hryhorivka,proper noun,,赫里霍里夫卡,"A village in Berezan urban hromada, Brovary Raion, Kyiv Oblast, Ukraine, founded by a settler from the village of Kuliabivka in 1950.",[],赫里霍里夫卡,"village in Novooleksandrivka, Zaporizhzhia, Zaporizhzhia, Ukraine",Chinese Mandarin,0.2674,0.1874,1.0000,0.0711,1423863,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
29289,spring,spring,noun,C or U,春季,"The season of the year in temperate regions in which temperatures and daylight hours rise, and plants spring from the ground and into bloom and dormant animals spring to life.","[{""english"": ""North China is cold in spring, so flowers don't bloom outdoors."", ""chinese"": ""春季的时候，中国北边很冷，所以在外边的花不开花。""}]",春；春天；春季,season between winter and summer in temperate climates,Chinese | Chinese Mandarin,0.2672,0.1872,1.0000,0.2672,992,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
8760,demydivka,demydivka,proper noun,,代米迪夫卡,"A village in Reshetylivka urban hromada, Poltava Raion, Poltava Oblast, Ukraine, founded in 1691.",[],代米迪夫卡,"rural settlement in Demydivka, Dubno, Rivne, Ukraine",Chinese Mandarin,0.2668,0.1868,1.0000,0.2668,1382641,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
20554,mykolaivske,mykolaivske,proper noun,,米科拉伊夫斯凱,"A former village in Mykhalchyna-Sloboda silrada, Novhorod-Siverskyi Raion, Chernihiv Oblast, Ukraine, founded in the 1920s–30s, disincorporated in July 2016.",[],米科拉伊夫斯凱,"village in Shevchenkove, Mykolaiv, Mykolaiv, Ukraine",Chinese Mandarin,0.2654,0.1854,1.0000,0.2654,1425774,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
66902,field,field,noun,C,田地；田野,an area of land used for crops or animals,"[{""english"": ""The cows are in the field."", ""chinese"": ""牛在田地裡。""}]",田；田間；野；野外,"land area free of woodland, cities, and towns; open country",Chinese Mandarin,0.2651,0.2651,0.2133,0.1744,9091,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
67111,fruit,fruit,noun,C or U,水果,the sweet part of a plant that contains seeds and can be eaten,"[{""english"": ""Eat more fresh fruit."", ""chinese"": ""多吃新鮮水果。""}]",果；果子；果實；樹子,part of plant,Chinese | Chinese Mandarin,0.2596,0.2596,0.2129,0.2323,1766,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
67437,snow,snow,noun,U,雪,soft white pieces of frozen water that fall from the sky,"[{""english"": ""Snow covered the road."", ""chinese"": ""雪覆蓋了道路。""}]",雪,"partly frozen, crystalline state of water that falls from the atmosphere as precipitation in flakes; falling of such flakes; accumulation of them as a white layer",Chinese | Chinese Mandarin,0.2588,0.2588,0.1447,0.2588,9036,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
15305,how,how,adverb,,怎么,(interrogative) To what degree or extent.,"[{""english"": ""She's asking how that's possible."", ""chinese"": ""她问这怎么可能。""}]",咋；如何；怎仔樣；怎樣；怎麼；怎麼樣；按怎；按怎樣,in what manner,Chinese | Chinese Mandarin,0.2554,0.2554,0.7573,0.2554,4192,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
27071,science,science,noun,C or U,科學,The collective discipline of study or learning acquired through the scientific method; the sum of knowledge gained from such methods and discipline. [from 18th c.],"[{""english"": ""Science has brought about many changes to our lives."", ""chinese"": ""科學為我們的生活帶來了許多的改變。""}]",科學,particular discipline or branch of learning,Chinese Mandarin,0.2547,0.1747,0.9901,0.2547,6240,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
3189,belfry,belfry,noun,C,瞭望塔,(obsolete) An alarm-tower; a watchtower possibly containing an alarm-bell.,[],鐘樓,"tower or steeple specifically for containing bells, especially as part of a church",Chinese Mandarin,0.2531,0.1731,0.8627,0.2531,111056,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
15340,hryhorivka,hryhorivka,proper noun,,赫里霍里夫卡,"A village in Tetiiv urban hromada, Bila Tserkva Raion, Kyiv Oblast, Ukraine, founded by migrants from the nearby village of Cherepyn in 1924.",[],赫里霍里夫卡,"village in Novooleksandrivka, Zaporizhzhia, Zaporizhzhia, Ukraine",Chinese Mandarin,0.2525,0.1725,1.0000,0.0645,1423863,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
31560,to,to,preposition,,到；向,"Indicating destination or final position: In the direction of, so as to arrive at or reach.",[],給,used to indicate the indirect object,Chinese Mandarin,0.2501,0.1701,1.0000,0.0998,3496,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
1302,angel,angel,noun,C,天使,"An incorporeal and holy or semidivine messenger from a deity or other divine entity, traditionally depicted as a youthful, winged figure in flowing robes.",[],天使；安琪兒,messenger from a deity,Chinese | Chinese Mandarin,0.2496,0.1696,1.0000,0.2496,5547,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
3871,boikivske,boikivske,proper noun,,博伊基夫斯凱,"A former selrada (until 1971, a silrada) of Boikivske Raion, Donetsk Oblast, Ukraine, established in 1923, merged into Boikivske settlement hromada in June 2020.",[],博伊基夫斯凱,"rural settlement in Boikivske, Kalmiuske, Donetsk, Ukraine",Chinese Mandarin,0.2434,0.2434,0.1023,0.2434,1419297,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
1864,armenia,armenia,proper noun,,亞美尼亞,"(historical) Ancient kingdom in the Armenian Highland southeast of Black Sea and southwest of Caspian Sea; area now divided between Turkey, Republic of Armenia, Azerbaijan, Georgia and Iran.","[{""english"": ""Armenia is a mountainous country."", ""chinese"": ""亞美尼亞是一個多山的國家。""}]",亞美尼亞,ancient kingdom and country,Chinese | Chinese Mandarin,0.2427,0.1627,0.9589,0.2427,1968,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
8476,debaltseve,debaltseve,proper noun,,傑巴利采沃,"A village in Vasylkivka settlement hromada, Synelnykove Raion, Dnipropetrovsk Oblast, Ukraine.",[],傑巴利采韋,"city in Debaltseve, Horlivka, Donetsk, Ukraine",Chinese Mandarin,0.2421,0.1621,1.0000,0.2421,650383,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
25639,rehabilitate,rehabilitate,verb,T,回歸,"(transitive, criminology) To restore to (a criminal etc.) the necessary training and education to allow for a successful reintegration into society; to retrain. [from 19th c.]",[],回歸,to restore into society,Chinese Mandarin,0.2421,0.1621,0.8785,0.2421,128858,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
3872,boikivske,boikivske,proper noun,,博伊基夫斯凱鎮級市鎮,"A rural settlement, the administrative centre of Boikivske settlement hromada, Kalmiuske Raion, Donetsk Oblast, Ukraine, founded by separatist Evangelical Lutherans from the Swabian colony of Neuhoffnung (now the western part of Osypenko) in 1869; in the wake of the Second World War, its German population was expelled and it was repopulated by Boiky forcibly relocated from Czarna Górna (now Czarna); controlled by the Donetsk People’s Republic since August 2014.",[],博伊基夫斯凱,"rural settlement in Boikivske, Kalmiuske, Donetsk, Ukraine",Chinese Mandarin,0.2419,0.1619,1.0000,0.2419,1419297,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
8763,demydivka,demydivka,proper noun,,代米迪夫卡,"A village in Hnivan urban hromada, Vinnytsia Raion, Vinnytsia Oblast, Ukraine, founded in 1554.",[],代米迪夫卡,"rural settlement in Demydivka, Dubno, Rivne, Ukraine",Chinese Mandarin,0.2419,0.1619,1.0000,0.2419,1382641,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
8345,darnel,darnel,noun,U,毒麥,"Any of genus Lolium of grasses, especially as a weed in wheat fields.",[],毒麥,type of ryegrass found in wheatfields,Chinese,0.2415,0.1615,1.0000,0.2415,263953,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
67603,smell,smell,verb,I or T,聞；嗅到,to notice or examine an odour with the nose,"[{""english"": ""I can smell fresh bread."", ""chinese"": ""我聞到新鮮麵包的氣味。""}]",嗅；聞；鼻,sense with nose,Chinese | Chinese Mandarin,0.2408,0.2408,0.1241,0.1841,5617,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
18577,low blow,low blow,noun,C,不公平的事,(boxing) An unfair or illegal blow that lands below the opponent’s waist.,[],不公平的事,an unfair attack,Chinese,0.2407,0.1607,0.9064,0.2407,101746,Kaikki English / English Wiktionary,CC BY-SA 4.0 / GFDL
