id,word,normalized_word,part_of_speech,countability,zh_definition,en_definition,examples_json,chinese_terms,cedict_gloss_tokens,english_content_tokens,shared_tokens,semantic_reasons,priority
20131,monkey wrench,monkey wrench,noun,C,绿松石,A wrench (spanner) with an adjustable jaw.,[],绿松石,gemstone | turquoise,adjustable | monkey | spanner | wrench,,no_lexical_support_in_cedict_gloss,review
20141,monopolize,monopolize,verb,T,獨佔,(transitive) To have a monopoly on something.,[],獨佔,variant | zhan,monopolize | monopoly | transitive,,no_lexical_support_in_cedict_gloss,review
20147,monotonicity,monotonicity,noun,C or U,单调,"(analysis) Said of a positive measure: the property of a positive measure of a measure space, that given two measurable sets where the first set is contained in the second one, then the measure of the first set must be less than or equal to the measure of the second set.",[],单调,monotonous,analysis | contained | equal | first | given | less | measurable | measure | monotonicity | must | positive | property | said | second | sets | space | than,,no_lexical_support_in_cedict_gloss,review
20148,monotony,monotony,noun,C,单调,Tedium as a result of repetition or a lack of variety.,[],单调,monotonous,lack | monotony | repetition | result | tedium | variety,,no_lexical_support_in_cedict_gloss,review
20149,monotony,monotony,noun,C,单调,(mathematics) The property of a monotonic function.,[],单调,monotonous,function | mathematics | monotonic | monotony | property,,no_lexical_support_in_cedict_gloss,review
20165,monstrous,monstrous,adjective,,不錯,Enormously large.,[],不錯,correct | good | pretty | right,enormously | large | monstrous,,no_lexical_support_in_cedict_gloss,review
20166,montage,montage,noun,C,集会,"A composite work, particularly an artwork, created by assembling or putting together other elements such as pieces of music, pictures, texts, videos, etc. [from early 20th c.]",[],集會,assembly | gather | meeting,artwork | assembling | composite | created | early | elements | montage | music | particularly | pictures | pieces | putting | texts | together | videos | work,,no_lexical_support_in_cedict_gloss,review
20169,montenegrin,montenegrin,adjective,,黑山,relating to Montenegrins (ethnic group),[],黑山,country | montenegro | shan | xian,ethnic | group | montenegrin | montenegrins,,no_lexical_support_in_cedict_gloss,review
20185,mood,mood,noun,C,幽默,"A mental or emotional state, composure.",[],幽默,humor | humorous | loanword,composure | emotional | mental | mood | state,,no_lexical_support_in_cedict_gloss,review
20197,moonstone,moonstone,noun,C or U,万寿菊,"(mineral) A translucent gemstone, an orthoclase feldspar, that has a pearly lustre.",[],萬寿菊,african | aztec | erecta | marigold | tagetes,feldspar | gemstone | lustre | mineral | moonstone | orthoclase | pearly | translucent,,no_lexical_support_in_cedict_gloss,review
20204,mop,mop,noun,C or U,鬼脸,"(British, obsolete) A tassel worn in a buttonhole to indicate ones occupation in such a fair.",[],鬼脸,comic | devil | face | grimace | mask | pull,british | buttonhole | fair | indicate | obsolete | occupation | ones | tassel | worn,,no_lexical_support_in_cedict_gloss,review
20206,moped,moped,noun,C,摩托車,"A lightweight, two-wheeled vehicle equipped with a small motor and pedals, designed to go no faster than some specified speed limit.","[{""english"": ""He can borrow my moped for a few days."", ""chinese"": ""他可以借我的摩托车几天。""}]",摩托車,liang | loanword | motorbike | motorcycle,designed | equipped | faster | lightweight | limit | moped | motor | pedals | small | some | specified | speed | than | two-wheeled | vehicle,,no_lexical_support_in_cedict_gloss,review
20209,moral,moral,adjective,,道德,Capable of right and wrong action.,"[{""english"": ""This school sets high moral standards for pupils."", ""chinese"": ""这个学校对学生的道德标准要求很高。""}]",道德,ethics | morality | virtue | zhong,action | capable | moral | right | wrong,,no_lexical_support_in_cedict_gloss,review
20211,moral,moral,noun,C,道德,"(chiefly, in the plural) Moral practices or teachings: modes of conduct.","[{""english"": ""This school sets high moral standards for pupils."", ""chinese"": ""这个学校对学生的道德标准要求很高。""}]",道德,ethics | morality | virtue | zhong,conduct | modes | moral | plural | practices | teachings,,no_lexical_support_in_cedict_gloss,review
20214,morality,morality,noun,C or U,伦理,Recognition of the distinction between good and evil or between right and wrong; respect for and obedience to the rules of right conduct; the mental disposition or characteristic of behaving in a manner intended to produce morally good results.,[],伦理,ethics,behaving | between | characteristic | conduct | disposition | distinction | evil | good | intended | manner | mental | morality | morally | obedience | produce | recognition | respect | results | right | rules | wrong,,no_lexical_support_in_cedict_gloss,review
20223,mordacious,mordacious,adjective,,銳利,"Biting, causing a physical bite or sting; corrosive",[],銳利,acute | incisive | keen | penetrating | perceptive | sharp,bite | biting | causing | corrosive | mordacious | physical | sting,,no_lexical_support_in_cedict_gloss,review
20226,mordant,mordant,adjective,,波音,Having or showing a sharp or critical quality.,[],波音,aerospace | boeing | company | mordent | music,critical | having | mordant | quality | sharp | showing,,no_lexical_support_in_cedict_gloss,review
20243,morning star,morning star,noun,C,启明,"(countable, weapon) A weapon consisting of a heavy ball set with spikes attached rigidly to a staff, in contrast to a flail.",[],启明,before | chinese | classical | dawn | east | name | planet | venus,attached | ball | consisting | contrast | countable | flail | heavy | morning | rigidly | spikes | staff | star | weapon,,no_lexical_support_in_cedict_gloss,review
20250,morose,morose,adjective,,黑暗,"Sullen, gloomy; showing a brooding ill humour.",[],黑暗,dark | darkly | darkness,brooding | gloomy | humour | morose | showing | sullen,,no_lexical_support_in_cedict_gloss,review
20258,mortal,mortal,adjective,,不共戴天,Affecting as if with power to kill; deathly.,"[{""english"": ""Mortal enemies are immortal friends."", ""chinese"": ""不共戴天的敵人是不朽的朋友。""}]",不共戴天,absolutely | cannot | enemies | idiom | irreconcilable | live | same | under,affecting | deathly | kill | mortal | power,,no_lexical_support_in_cedict_gloss,review
20268,mortification,mortification,noun,C or U,壞死,(medicine) The death of part of the body.,[],壞死,necrosis,body | death | medicine | mortification | part,,no_lexical_support_in_cedict_gloss,review
65903,most,most,adverb,,最；最多,used to form the superlative of many adjectives and adverbs,"[{""english"": ""This is the most useful feature."", ""chinese"": ""這是最有用的功能。""}]",最多,amount | greatest | maximal | maximum,adjectives | adverbs | form | many | superlative,,no_lexical_support_in_cedict_gloss,review
20294,mote,mote,noun,C,原子,"(literary, or, puristic, otherwise, archaic) A small particle; a speck.",[],原子,atom | atomic,archaic | literary | mote | otherwise | particle | puristic | small | speck,,no_lexical_support_in_cedict_gloss,review
20309,motherland,motherland,noun,C,矩陣,The country of one's ancestors.,[],矩陣,array | math | matrix,ancestors | country | motherland,,no_lexical_support_in_cedict_gloss,review
20310,motherland,motherland,noun,C,矩陣,Country of origin.,[],矩陣,array | math | matrix,country | motherland | origin,,no_lexical_support_in_cedict_gloss,review
20311,motherland,motherland,noun,C,故乡,The country of one's birth.,[],故乡,home | homeland | native | place,birth | country | motherland,,no_lexical_support_in_cedict_gloss,review
20313,motif,motif,noun,C,动机,A decorative figure that is repeated in a design or pattern.,[],動機,motivation | motive,decorative | design | figure | motif | pattern | repeated,,no_lexical_support_in_cedict_gloss,review
20314,motif,motif,noun,C,动机,"(biochemistry) In a nucleotide or aminoacid sequence, pattern that is widespread and has, or is conjectured to have, a biological significance.",[],動機,motivation | motive,aminoacid | biochemistry | biological | conjectured | motif | nucleotide | pattern | sequence | significance | widespread,,no_lexical_support_in_cedict_gloss,review
20316,motion,motion,noun,C or U,乐章,A state of progression from one place to another.,[],樂章,movement | symphony,another | motion | place | progression | state,,no_lexical_support_in_cedict_gloss,review
20317,motion,motion,noun,C or U,乐章,"(philosophy) from κίνησις (kinesis); any change. Traditionally of four types: generation and corruption, alteration, augmentation and diminution, and change of place.",[],樂章,movement | symphony,alteration | augmentation | change | corruption | diminution | four | generation | kinesis | motion | philosophy | place | traditionally | types,,no_lexical_support_in_cedict_gloss,review
20318,motivate,motivate,verb,T,激发,(transitive) To provide someone with an incentive to do something; to encourage; to actuate.,[],激發,arouse | excite | physics | stimulate,actuate | encourage | incentive | motivate | provide | transitive,,no_lexical_support_in_cedict_gloss,review
20327,motor racing,motor racing,noun,U,賽車,"Racing in motor vehicles, such as cars, motorboats, or motorbikes.",[],賽車,auto | cycle | race,cars | motor | motorbikes | motorboats | racing | vehicles,,no_lexical_support_in_cedict_gloss,review
20328,motor scooter,motor scooter,noun,C,黄蜂,A small motorcycle or moped with a step-through frame.,[],黄蜂,wasp,frame | moped | motor | motorcycle | scooter | small | step-through,,no_lexical_support_in_cedict_gloss,review
20331,motorist,motorist,noun,C,司机,One who drives a motor vehicle.,[],司機,chauffeur | driver,drives | motor | motorist | vehicle,,no_lexical_support_in_cedict_gloss,review
20334,moult,moult,noun,C,变声,The skin or feathers cast off during the process of moulting.,[],變聲,alter | angry | change | deliberately | different | puberty | sound | voice,cast | during | feathers | moult | moulting | process | skin,,no_lexical_support_in_cedict_gloss,review
20338,mount,mount,verb,T,下車,"(obsolete, transitive) To cause (something) to rise or ascend; to drive up; to raise; to elevate; to lift up.",[],下車,train,ascend | cause | drive | elevate | lift | mount | obsolete | raise | rise | transitive,,no_lexical_support_in_cedict_gloss,review
20339,mount,mount,verb,I,进步,"(intransitive, sometimes, with up) To increase in quantity or intensity.",[],進步,improve | improvement | progress,increase | intensity | intransitive | mount | quantity | sometimes,,no_lexical_support_in_cedict_gloss,review
20359,mousse,mousse,noun,C or U,泡沫,"An airy pudding served chilled, particularly chocolate mousse.",[],泡沫,bubble | economic | foam | soap,airy | chilled | chocolate | mousse | particularly | pudding | served,,no_lexical_support_in_cedict_gloss,review
20364,mouthpiece,mouthpiece,noun,C,传声器,The part of a telephone that is held close to the mouth.,[],传聲器,microphone,close | held | mouth | mouthpiece | part | telephone,,no_lexical_support_in_cedict_gloss,review
20376,mow,mow,verb,T,喜鹊,(transitive) To cut down grass or crops.,[],喜鹊,magpie,crops | down | grass | transitive,,no_lexical_support_in_cedict_gloss,review
20378,moxie,moxie,noun,U,勇氣,"Nerve, spunk, strength of character.",[],勇氣,courage,character | moxie | nerve | spunk | strength,,no_lexical_support_in_cedict_gloss,review
20380,moxie,moxie,noun,U,能源,"Wit, smarts, skill.",[],能源,energy | sources,moxie | skill | smarts,,no_lexical_support_in_cedict_gloss,review
20394,mucilage,mucilage,noun,U,黏液,A thick gluey substance (gum) produced by many plants and some microorganisms.,[],黏液,mucus,gluey | many | microorganisms | mucilage | plants | produced | some | substance | thick,,no_lexical_support_in_cedict_gloss,review
20396,muck,muck,noun,U,堆肥,Soft (or slimy) manure.,[],堆肥,compost,manure | muck | slimy | soft,,no_lexical_support_in_cedict_gloss,review
20400,mud,mud,noun,C or U,泥巴,"(figuratively) Willfully abusive, even slanderous remarks or claims, notably between political opponents.","[{""english"": ""He scraped the mud off his boots."", ""chinese"": ""他刮下靴子上的泥巴。""}]",泥巴,coll,abusive | between | claims | even | figuratively | notably | opponents | political | remarks | slanderous | willfully,,no_lexical_support_in_cedict_gloss,review
20401,muddle,muddle,noun,C,混乱,A mixture; a confusion; a garble.,[],混乱,chaotic | confused | disorderly,confusion | garble | mixture | muddle,,no_lexical_support_in_cedict_gloss,review
20403,mudra,mudra,noun,C,手印,"(dance, arts) Any of several formal symbolic hand postures used in classical dance of India and in Hindu and Buddhist iconography.",[],手印,fingerprint | handprint | thumbprint,arts | buddhist | classical | dance | formal | hand | hindu | iconography | india | mudra | postures | several | symbolic,,no_lexical_support_in_cedict_gloss,review
20407,muffin top,muffin top,noun,C,輪胎,"(colloquial, sometimes, _, derogatory) The roll of flesh that bulges over the top of excessively tight trousers.",[],輪胎,pneumatic | tire,bulges | colloquial | derogatory | excessively | flesh | muffin | over | roll | sometimes | tight | trousers,,no_lexical_support_in_cedict_gloss,review
20408,muffle,muffle,verb,T,覆盖,"(transitive) To wrap (a person, face etc.) in fabric or another covering, for warmth or protection; often with up.",[],覆盖,cover,another | covering | fabric | face | muffle | person | protection | transitive | warmth | wrap,,no_lexical_support_in_cedict_gloss,review
20409,muffler,muffler,noun,C,圍巾 围巾,"(US, automotive) A part of the exhaust pipe of a car that dampens the noise the engine produces.",[],围巾 | 圍巾,scarf | shawl | tiao,automotive | dampens | engine | exhaust | muffler | noise | part | pipe | produces,,no_lexical_support_in_cedict_gloss,review
20412,mug,mug,noun,C,馬克杯,"A large cup for beverages, usually having a handle and used without a saucer.A mug","[{""english"": ""The spatulas, ramekins, plates, and mugs are all from the collection."", ""chinese"": ""這些鍋鏟、烤盅、盤子和馬克杯都來自這套集合。""}]",馬克杯,loanword,beverages | handle | having | large | saucer,,no_lexical_support_in_cedict_gloss,review
20414,mug,mug,noun,C,傻子,"(slang, derogatory) A gullible or easily cheated person.",[],傻子,fool | idiot,cheated | derogatory | easily | gullible | person | slang,,no_lexical_support_in_cedict_gloss,review
20416,mugger,mugger,noun,C,侵略者,"A person who makes exaggerated faces, as a performance; a gurner.",[],侵略者,aggressors | invaders,exaggerated | faces | gurner | makes | mugger | performance | person,,no_lexical_support_in_cedict_gloss,review
20419,muggle,muggle,noun,C,麻瓜,A person who has no magical abilities.,[],麻瓜,harry | muggles | potter,abilities | magical | muggle | person,,no_lexical_support_in_cedict_gloss,review
20424,mulberry,mulberry,noun,C,桑椹,The fruit of this tree.,[],桑椹,sang | shen | variant,fruit | mulberry | tree,,no_lexical_support_in_cedict_gloss,review
20428,mull,mull,verb,T,反射,(usually with over) To work (over) mentally; to cogitate; to ruminate.,[],反射,automatic | mirror | organism | reaction | reflect | reflection | reflex,cogitate | mentally | mull | over | ruminate | work,,no_lexical_support_in_cedict_gloss,review
20452,mundane,mundane,adjective,,一般,Tedious; repetitive and boring.,[],一般,common | general | generally | ordinary | same | so-so,boring | mundane | repetitive | tedious,,no_lexical_support_in_cedict_gloss,review
20457,munificence,munificence,noun,U,大度,The quality of being munificent; generosity.,[],大度,generous | magnanimous | spirit,generosity | munificence | munificent | quality,,no_lexical_support_in_cedict_gloss,review
20458,munificent,munificent,adjective,,大方,(of a person or group) Very liberal in giving or bestowing.,[],大方,earth | easy-mannered | expert | fang | generous | good | green | magnanimous | mother | natural | relaxed | scholar | stylish | taste | type | xian,bestowing | giving | group | liberal | munificent | person,,no_lexical_support_in_cedict_gloss,review
20459,muntin,muntin,noun,C,井号,(architectural element) One of the separators between panes of glass in a composite window.,[],井号,hash | number | pound | punctuation | sign | symbol,architectural | between | composite | element | glass | muntin | panes | separators | window,,no_lexical_support_in_cedict_gloss,review
20464,murder,murder,noun,U,出生,"(uncountable, used as a predicative noun) Something terrible to endure.",[],出生,born,endure | murder | noun | predicative | terrible | uncountable,,no_lexical_support_in_cedict_gloss,review
20466,murderous,murderous,adjective,,兇手,"Of a person: intending or likely to commit murder; bloodthirsty, homicidal.",[],兇手,assassin | murderer,bloodthirsty | commit | homicidal | intending | likely | murder | murderous | person,,no_lexical_support_in_cedict_gloss,review
20467,murderous,murderous,adjective,,兇手,"(often, figuratively) Of an object: used to commit murder; capable of causing death; deadly, fatal.",[],兇手,assassin | murderer,capable | causing | commit | deadly | death | fatal | figuratively | murder | murderous | object,,no_lexical_support_in_cedict_gloss,review
20468,murine,murine,adjective,,老鼠,"More generally, of, pertaining to, or characteristic of any rodent up to the taxonomic rank of Muroidea, most often with reference to mice and rats of the subfamily Murinae.",[],老鼠,mouse,characteristic | generally | mice | murinae | murine | muroidea | pertaining | rank | rats | reference | rodent | subfamily | taxonomic,,no_lexical_support_in_cedict_gloss,review
20470,murky,murky,adjective,,黑暗,"Hard to see through, as a fog or mist.",[],黑暗,dark | darkly | darkness,hard | mist | murky,,no_lexical_support_in_cedict_gloss,review
20473,murmur,murmur,noun,C or U,嘈杂声,"Any low, indistinct sound, like that of running water.",[],嘈杂聲,noise,indistinct | like | murmur | running | sound | water,,no_lexical_support_in_cedict_gloss,review
20474,murmur,murmur,noun,C or U,嘈杂声,"(cardiology, medicine) The sound made by any condition which produces a noisy, or turbulent, flow of blood through the heart.",[],嘈杂聲,noise,blood | cardiology | condition | flow | heart | made | medicine | murmur | noisy | produces | sound | turbulent,,no_lexical_support_in_cedict_gloss,review
20475,murmur,murmur,noun,C or U,嘈杂声,A muttered complaint or protest; the expression of dissatisfaction in a low muttering voice; any expression of complaint or discontent.,[],嘈杂聲,noise,complaint | discontent | dissatisfaction | expression | murmur | muttered | muttering | protest | voice,,no_lexical_support_in_cedict_gloss,review
20478,murrain,murrain,noun,C,鼠疫,"(countable, veterinary disease, chiefly, historical) Any of several highly infectious diseases of cattle or other livestock, such as anthrax, babesiosis, or rinderpest; or a particular epizootic thereof; also, an infectious disease affecting other animals, such as poultry.",[],鼠疫,plague,affecting | animals | anthrax | babesiosis | cattle | countable | disease | diseases | epizootic | highly | historical | infectious | livestock | murrain | particular | poultry | rinderpest | several | thereof | veterinary,,no_lexical_support_in_cedict_gloss,review
20497,music video,music video,noun,C,回形针,"A short film integrating a song and imagery, produced for promotional or artistic purposes.",[],回形针,clip | paper,artistic | film | imagery | integrating | music | produced | promotional | purposes | short | song | video,,no_lexical_support_in_cedict_gloss,review
20499,musical,musical,adjective,,音乐家,Fond of music; discriminating with regard to music; gifted or skilled in music.,[],音樂家,musician,discriminating | fond | gifted | music | musical | regard | skilled,,no_lexical_support_in_cedict_gloss,review
20506,musing,musing,noun,C,三色堇,"thought, meditation, contemplation",[],三色堇,pansy,contemplation | meditation | musing | thought,,no_lexical_support_in_cedict_gloss,review
20525,muster,muster,noun,C,展覽會,(obsolete) An act of showing something; a display. [15th–17th c.],[],展覽會,exhibition | show,display | muster | obsolete | showing,,no_lexical_support_in_cedict_gloss,review
20527,muster,muster,verb,I,举行,"(intransitive) To be gathered together for parade, inspection, exercise, or the like (especially of a military force); to come together as parts of a force or body. [from 15th c.]",[],举行,ceremony | hold | meeting,body | come | exercise | force | gathered | inspection | intransitive | like | military | muster | parade | parts | together,,no_lexical_support_in_cedict_gloss,review
20540,mutual,mutual,adjective,,一起,Possessed in common.,[],一起,accident | altogether | case | company | dispute | instance | murder | place | same | together | total,common | mutual | possessed,,no_lexical_support_in_cedict_gloss,review
20545,mx,mx,noun,C,好像,"(LGBTQ) A gender-neutral title used instead of Mr (Mister), Mrs (Mistress), etc.",[],好像,like | seem,gender-neutral | instead | lgbtq | mister | mistress | title,,no_lexical_support_in_cedict_gloss,review
20547,my lord,my lord,noun,C,先生,"(UK) Used in direct address to peers of the realm, usually now excluding dukes and the Lords Spiritual.",[],先生,dialect | doctor | gentleman | husband | mister | teacher,address | direct | dukes | excluding | lord | lords | peers | realm | spiritual,,no_lexical_support_in_cedict_gloss,review
20548,my pleasure,my pleasure,exclamation,,不客氣,"A polite reaction to receiving thanks, meaning that the speaker enjoyed helping the listener.",[],不客氣,blunt | impolite | mention | rude | welcome,enjoyed | helping | listener | meaning | pleasure | polite | reaction | receiving | speaker | thanks,,no_lexical_support_in_cedict_gloss,review
20576,mâche,mâche,noun,U,萵苣,"Valerianella locusta, a small dicot annual plant of the family Caprifoliaceae often cultivated as a salad green or herb.",[],萵苣,lactuca | lettuce | sativa,annual | caprifoliaceae | cultivated | dicot | family | green | herb | locusta | plant | salad | small | valerianella,,no_lexical_support_in_cedict_gloss,review
20581,nag,nag,verb,I or T,责骂,"(ambitransitive) To repeatedly remind or complain to (someone) in an annoying way, often about insignificant or unnecessary matters.",[],责骂,scold,ambitransitive | annoying | complain | insignificant | matters | remind | repeatedly | unnecessary,,no_lexical_support_in_cedict_gloss,review
20585,nail,nail,noun,C,指甲,"The thin, horny plate at the ends of fingers and toes on humans and some other animals.","[{""english"": ""I broke a nail."", ""chinese"": ""我的指甲断了。""}]",指甲,fingernail,animals | ends | fingers | horny | humans | nail | plate | some | thin | toes,,no_lexical_support_in_cedict_gloss,review
20598,namby-pamby,namby-pamby,noun,C,軟體動物,"One who is insipid, sentimental, or weak.",[],軟體動物,mollusk,insipid | namby-pamby | sentimental | weak,,no_lexical_support_in_cedict_gloss,review
20601,name day,name day,noun,C,节日,The feast day of the saint after whom one is named.,[],节日,festival | holiday,feast | name | named | saint | whom,,no_lexical_support_in_cedict_gloss,review
20610,nanai,nanai,noun,C,赫哲族,A Tungusic people of China and the Russian Far East,[],赫哲族,ethnic | group | hezhen,china | east | nanai | people | russian | tungusic,,no_lexical_support_in_cedict_gloss,review
20620,nanometre,nanometre,noun,C,纳米,An SI subunit of length equal to 10-9 metres.,[],纳米,nanometer,equal | length | metres | nanometre | subunit,,no_lexical_support_in_cedict_gloss,review
20646,narration,narration,noun,C or U,叙事,"The act of recounting or relating in order the particulars of some action, occurrence, or affair; a narrating.",[],叙事,narrate | narrative | recount,action | affair | narrating | narration | occurrence | order | particulars | recounting | some,,no_lexical_support_in_cedict_gloss,review
65639,narrow,narrow,verb,I or T,縮小,to become or make something less wide or less broad,"[{""english"": ""The gap narrowed quickly."", ""chinese"": ""差距很快縮小。""}]",縮小,decrease | reduce | shrink,become | broad | less | make | narrow | wide,,no_lexical_support_in_cedict_gloss,review
20665,nasty,nasty,adjective,,刻毒,"Contemptible, unpleasant (of a person). [from 15th c.]",[],刻毒,spiteful | venomous,contemptible | nasty | person | unpleasant,,no_lexical_support_in_cedict_gloss,review
20684,nationalisation,nationalisation,noun,C or U,国有化,The act of taking formerly private assets into public or state ownership.,[],國有化,nationalization,assets | formerly | nationalisation | ownership | private | public | state | taking,,no_lexical_support_in_cedict_gloss,review
20688,nationalize,nationalize,verb,T,国有化,"(archaic) To make national; to make a nation of; to endow with the character and habits of a nation, or the peculiar sentiments and attachment of citizens of a nation.",[],國有化,nationalization,archaic | attachment | character | citizens | endow | habits | make | nation | national | nationalize | peculiar | sentiments,,no_lexical_support_in_cedict_gloss,review
20691,native,native,adjective,,土着,Characteristic of or relating to people inhabiting a region from prehistoric times.,[],土著,aboriginal,characteristic | inhabiting | native | people | prehistoric | region | times,,no_lexical_support_in_cedict_gloss,review
20698,natty,natty,adjective,,潇洒,(informal) Smart and fashionable. [from late 18th c.],[],潇洒,confident | ease | easy | free,fashionable | informal | late | natty | smart,,no_lexical_support_in_cedict_gloss,review
20719,naturalization,naturalization,noun,C or U,入籍,The action of naturalizing somebody; act of granting citizenship.,[],入籍,become | citizen | naturalized,action | citizenship | granting | naturalization | naturalizing | somebody,,no_lexical_support_in_cedict_gloss,review
20721,naturally,naturally,adverb,,当然,Inherently or by nature.,[],當然,certainly | course | doubt | natural | only | should,inherently | naturally | nature,,no_lexical_support_in_cedict_gloss,review
20725,naturism,naturism,noun,C or U,裸体主义,"The belief in or practice of going nude in social settings, often in mixed-gender groups, specifically either in cultures where this is not the norm or for health reasons.",[],裸體主义,nudism,belief | cultures | either | going | groups | health | mixed-gender | naturism | norm | nude | practice | reasons | settings | social | specifically,,no_lexical_support_in_cedict_gloss,review
20728,naughty,naughty,adjective,,淫秽,"Sexually provocative; now in weakened sense, risqué, cheeky. [from 19th c.]",[],淫秽,bawdy | indecent | obscene,cheeky | naughty | provocative | risqu | sense | sexually | weakened,,no_lexical_support_in_cedict_gloss,review
20750,navy,navy,adjective,,水手,(military) Belonging to the navy; typical of the navy.,[],水手,mariner | sailor | seaman,belonging | military | navy | typical,,no_lexical_support_in_cedict_gloss,review
66310,near,near,preposition,,在…附近；接近,at or to a short distance from someone or something,"[{""english"": ""The hotel is near the station."", ""chinese"": ""酒店在車站附近。""}]",接近,approach | close,distance | near | short,,no_lexical_support_in_cedict_gloss,review
20767,neat,neat,adjective,,太阳,"Free from contaminants; unadulterated, undiluted. Particularly of liquor and cocktails; see usage below.",[],太阳,abbr | head | human | side | sunlight | sunshine | temple | yang,below | cocktails | contaminants | free | liquor | neat | particularly | unadulterated | undiluted | usage,,no_lexical_support_in_cedict_gloss,review
20768,neat,neat,adjective,,純潔,(chemistry) Conditions with a liquid reagent or gas performed with no standard solvent or cosolvent.,[],純潔,clean | honest | pure | purify,chemistry | conditions | cosolvent | liquid | neat | performed | reagent | solvent | standard,,no_lexical_support_in_cedict_gloss,review
20770,neat,neat,adjective,,潇洒,"Having a simple elegance or style; clean, trim, tidy, tasteful.",[],潇洒,confident | ease | easy | free,clean | elegance | having | neat | simple | style | tasteful | tidy | trim,,no_lexical_support_in_cedict_gloss,review
20771,neat,neat,adjective,,仔細,"Well-executed or delivered; clever, skillful, precise.",[],仔細,attentive | careful | cautious | dialect | frugal | look | thrifty,clever | delivered | neat | precise | skillful | well-executed,,no_lexical_support_in_cedict_gloss,review
20772,neat,neat,adjective,,吸管,"(North American, colloquial) Good, excellent, desirable; interesting; cool.",[],吸管,drinking | eyedropper | pipette | snorkel | straw,american | colloquial | cool | desirable | excellent | good | interesting | neat | north,,no_lexical_support_in_cedict_gloss,review
20781,necessity,necessity,noun,C or U,必需,"The quality or state of being necessary, unavoidable, or absolutely requisite.","[{""english"": ""In the United States the automobile is a necessity and not a luxury."", ""chinese"": ""在美國，汽車並不是奢華的象徵，而是生活的必需品。""}]",必需,essential | indispensable | need | require,absolutely | necessary | necessity | quality | requisite | state | unavoidable,,no_lexical_support_in_cedict_gloss,review
20782,necessity knows no law,necessity knows no law,proverb,,饥不择食,"A person who is in great need of something will find a way to obtain it, and violate the law if needed.",[],饥不择食,alternatives | beggars | choosers | choosing | hungry | idiom | matters | pick | spend | time | urgent | what,find | great | knows | necessity | need | needed | obtain | person | violate | will,,no_lexical_support_in_cedict_gloss,review
20786,neckerchief,neckerchief,noun,C,手帕,A scarf that is worn looped or tied around the neck.,[],手帕,fang | handkerchief,around | looped | neck | neckerchief | scarf | tied | worn,,no_lexical_support_in_cedict_gloss,review
20789,necrophage,necrophage,noun,C,食腐动物,An animal that eats dead and decaying flesh.,[],食腐動物,scavenger,animal | dead | decaying | eats | flesh | necrophage,,no_lexical_support_in_cedict_gloss,review
20800,needlework,needlework,noun,C or U,作品,The art or process of working with a needle especially in embroidery or needlepoint.,[],作品,opus | pian | work,embroidery | needle | needlepoint | needlework | process | working,,no_lexical_support_in_cedict_gloss,review
20801,needy,needy,adjective,,需求,In need; poor.,[],需求,demand | economics | require | requirement,need | needy | poor,,no_lexical_support_in_cedict_gloss,review
20830,neighborhood,neighborhood,noun,C or U,大約,An approximate amount.,[],大約,approximately | probably,amount | approximate | neighborhood,,no_lexical_support_in_cedict_gloss,review
20832,neighbour,neighbour,noun,C,鄰居,A person living on adjacent or nearby land; a person situated adjacently or nearby; anything (of the same type of thing as the subject) in an adjacent or nearby position.,"[{""english"": ""Our neighbour bought himself a charming horse."", ""chinese"": ""我們的鄰居買給他自己一匹迷人的馬。""}]",鄰居,neighbor,adjacent | adjacently | anything | land | living | nearby | neighbour | person | position | same | situated | subject | thing | type,,no_lexical_support_in_cedict_gloss,review
20846,neology,neology,noun,C or U,新词,The study or art of neologizing (creating new words).,[],新词,expression | neologism,creating | neologizing | neology | study | words,,no_lexical_support_in_cedict_gloss,review
20848,neophilia,neophilia,noun,U,好奇心,"The love of novelty, new things, innovation, or unfamiliar places or situations.",[],好奇心,curiosity | inquisitive | interest,innovation | love | neophilia | novelty | places | situations | things | unfamiliar,,no_lexical_support_in_cedict_gloss,review
20863,neptunian,neptunian,adjective,,海王星,"(by extension, geology, historical) Of, pertaining to, or supporting Neptunism.",[],海王星,neptune | planet,extension | geology | historical | neptunian | neptunism | pertaining | supporting,,no_lexical_support_in_cedict_gloss,review
20866,neptunian,neptunian,noun,C,海王星,"(geology, historical) A proponent of Neptunism.",[],海王星,neptune | planet,geology | historical | neptunian | neptunism | proponent,,no_lexical_support_in_cedict_gloss,review
20880,nest egg,nest egg,noun,C,墊子,(figurative) A saving; a reserve of money.,[],墊子,cushion,figurative | money | nest | reserve | saving,,no_lexical_support_in_cedict_gloss,review
20888,nether,nether,adjective,,地下,"Lying beneath, or conceived as lying beneath, the Earth’s surface.",[],地下,covert | subterranean | underground,beneath | conceived | earth | lying | nether | surface,,no_lexical_support_in_cedict_gloss,review
20907,neuter,neuter,noun,C,中性,(grammar) A noun of the neuter gender; any one of those words which have the terminations usually found in neuter words.,[],中性,neutral,found | gender | grammar | neuter | noun | terminations | words,,no_lexical_support_in_cedict_gloss,review
20911,neutralize,neutralize,verb,T,抵消,"(transitive) To make even, inactive or ineffective.",[],抵消,cancel | counteract | offset,even | inactive | ineffective | make | neutralize | transitive,,no_lexical_support_in_cedict_gloss,review
