id,word,normalized_word,part_of_speech,countability,zh_definition,en_definition,examples_json,suggested_chinese,cedict_gloss,match_score,score_margin,source_line,source,license
66580,purple,purple,adjective,,紫色的,having a colour that is a mixture of red and blue,"[{""english"": ""She wore a purple dress."", ""chinese"": ""她穿着一條紫色連身裙。""}]",冷色,"cool color (esp. green, purple, and blue)",0.2364,0.1133,12813,CC-CEDICT 2026-06-22,CC BY-SA 4.0
29383,stack,stack,noun,C,堆,"A pile of similar objects, each directly on top of the last.",[],疊,"classifier: stack, pile (of thin objects)",0.2364,0.0686,75494,CC-CEDICT 2026-06-22,CC BY-SA 4.0
30079,subway,subway,noun,C,城市軌道交通系統,"(North America, Scotland, South Africa) A train that runs on such an underground railway.",[],地鐵,underground railway; subway,0.2364,0.1249,25219,CC-CEDICT 2026-06-22,CC BY-SA 4.0
8110,curve,curve,noun,C,曲线,"A gentle bend, such as in a road.",[],彎道,road curve,0.2363,0.1444,39599,CC-CEDICT 2026-06-22,CC BY-SA 4.0
67444,square,square,noun,C,正方形；廣場,"a shape with four equal sides, or an open public area","[{""english"": ""Draw a square on the paper."", ""chinese"": ""在紙上畫一個正方形。""}]",平方英尺,square foot (unit of area equal to 0.093 m²),0.2362,0.0475,37783,CC-CEDICT 2026-06-22,CC BY-SA 4.0
10367,eloquent,eloquent,adjective,,口才,Fluently persuasive and articulate.,[],油嘴,eloquent and cunning,0.2361,0.0430,63546,CC-CEDICT 2026-06-22,CC BY-SA 4.0
14471,hardware,hardware,noun,U,五金店,Metal implements.,[],五金,metal hardware (nuts and bolts),0.2361,0.1528,5150,CC-CEDICT 2026-06-22,CC BY-SA 4.0
14512,harvestman,harvestman,noun,C,木匠,"An order of terrestrial, non-venomous arachnids with often very long legs: Opiliones; any individual of this order.",[],盲蜘蛛,harvestman (arachnid of the order Opiliones),0.2361,0.2361,77724,CC-CEDICT 2026-06-22,CC BY-SA 4.0
213,abyssinia,abyssinia,proper noun,,阿比西尼亚,(historical) Former name of Ethiopia: a country and former empire in East Africa; used as an exonym until the mid 20th century.,[],阿比西尼亞,"Abyssinia, historical name of Ethiopia",0.2360,0.2360,114456,CC-CEDICT 2026-06-22,CC BY-SA 4.0
67877,bird,bird,noun,C,鳥；鳥類,"an animal with feathers, wings, and a beak that usually lays eggs and can often fly","[{""english"": ""A small bird landed on the branch."", ""chinese"": ""一隻小鳥停在樹枝上。""}]",鯤鵬展翅,lit. the giant Peng bird spreads its wings and begins to fly,0.2359,0.0372,122570,CC-CEDICT 2026-06-22,CC BY-SA 4.0
7176,considerable,considerable,adjective,,不少,Significant; worth considering.,[],可觀,considerable; impressive; significant,0.2359,0.1384,19299,CC-CEDICT 2026-06-22,CC BY-SA 4.0
7491,corporal,corporal,noun,C,班长,(military) A non-commissioned officer army rank with NATO code OR-4. The rank below a sergeant but above a lance corporal and private.,[],下士,"lowest-ranked noncommissioned officer (e.g. corporal in the army or petty officer, third class in the navy)",0.2359,0.0766,1952,CC-CEDICT 2026-06-22,CC BY-SA 4.0
6886,compete,compete,verb,I,競爭,"To take part in a contest, game or similar event.",[],比武,to compete in a contest,0.2357,0.1159,61534,CC-CEDICT 2026-06-22,CC BY-SA 4.0
66707,free,free,adjective,,自由,(software) With no or only freedom-preserving limitations on distribution or modification.,"[{""english"": ""A democrat is a free citizen who yields to the will of the majority."", ""chinese"": ""民主主义者是屈服于大部分人的自由公民。""}]",自由軟件,"free software (i.e. software for which sharing, modification etc is permitted)",0.2357,0.0699,91832,CC-CEDICT 2026-06-22,CC BY-SA 4.0
26018,revelation,revelation,noun,C or U,披露,The act of revealing or disclosing.,[],啟示錄,the Revelation of St John the divine,0.2357,0.1431,22368,CC-CEDICT 2026-06-22,CC BY-SA 4.0
67385,herd,herd,verb,T,驅趕；聚集,to move animals or people together as a group,"[{""english"": ""The dog herded the sheep."", ""chinese"": ""狗把羊群驅趕在一起。""}]",驅趕,to herd (people towards a gate),0.2356,0.1293,121066,CC-CEDICT 2026-06-22,CC BY-SA 4.0
16962,jupiter,jupiter,proper noun,,木星,"A township in Kittson County, Minnesota, named after the planet.","[{""english"": ""Jupiter is the largest planet in the Solar System."", ""chinese"": ""木星是太陽系中最大的行星。""}]",太歲,archaic name for the planet Jupiter 木星[Mu4 xing1],0.2356,0.0421,29125,CC-CEDICT 2026-06-22,CC BY-SA 4.0
18427,london,london,proper noun,,倫敦,"The capital city of the United Kingdom; the capital city of England, within Greater London. Situated on the tidal River Thames in southeast England, with a metropolitan population of more than 13,000,000.","[{""english"": ""How many days will you remain in London?"", ""chinese"": ""你要在倫敦待幾天？""}]",倫敦,"London, capital of United Kingdom",0.2356,0.0520,8909,CC-CEDICT 2026-06-22,CC BY-SA 4.0
2932,bat,bat,verb,I,蝙蝠,"(intransitive) To take a turn at hitting a ball with a bat in sports like cricket, baseball and softball, as opposed to fielding.","[{""english"": ""Is that a bat?"", ""chinese"": ""那是只蝙蝠吗？""}]",球棒,(baseball or cricket) bat,0.2355,0.0840,73422,CC-CEDICT 2026-06-22,CC BY-SA 4.0
9755,drenthe,drenthe,proper noun,,德伦特省,A province in the northeastern Netherlands with Assen as capital and Emmen as largest city.,[],德倫特,Drenthe (province in Netherlands),0.2355,0.1865,40652,CC-CEDICT 2026-06-22,CC BY-SA 4.0
19400,meanwhile,meanwhile,adverb,,同時,"During the time that something is happening, often specifically in a different place.",[],與此同時,at the same time; meanwhile,0.2355,0.2029,92174,CC-CEDICT 2026-06-22,CC BY-SA 4.0
23106,persist,persist,verb,I,持续,(intransitive) To continue to exist.,"[{""english"": ""Threats of violence and lawsuits persisted."", ""chinese"": ""暴力和诉讼的威胁持续着。""}]",再接再厲,to continue the struggle (idiom); to persist,0.2355,0.1321,12369,CC-CEDICT 2026-06-22,CC BY-SA 4.0
33733,web,web,noun,C,灵魂,(rail transport) The thinner vertical section of a railway rail between the top (head) and bottom (foot) of the rail.,[],虎口,the web between the thumb and forefinger of a hand,0.2355,0.0871,96600,CC-CEDICT 2026-06-22,CC BY-SA 4.0
8297,damson,damson,noun,C,鴨,The edible fruit of this tree.,[],大馬士革李,damson (fruit),0.2354,0.2354,28628,CC-CEDICT 2026-06-22,CC BY-SA 4.0
67752,rotten,rotten,adjective,,糟糕的；惡劣的,very bad or unpleasant,"[{""english"": ""We had rotten weather all weekend."", ""chinese"": ""整個週末的天氣都很糟糕。""}]",霉氣,fig. rotten bad luck,0.2354,0.1471,117154,CC-CEDICT 2026-06-22,CC BY-SA 4.0
67653,sable,sable,noun,U,紫貂毛皮,"the dark brown fur of a sable, used for making expensive clothing","[{""english"": ""The coat was trimmed with sable."", ""chinese"": ""這件外套以紫貂毛皮作飾邊。""}]",狗尾續貂,lit. to use a dog's tail as a substitute for sable fur (idiom),0.2354,0.0913,72194,CC-CEDICT 2026-06-22,CC BY-SA 4.0
66571,color,color,verb,I or T,着色；染色,to add colour to something or become coloured,"[{""english"": ""The children colored the picture with crayons."", ""chinese"": ""孩子們用蠟筆為圖畫着色。""}]",染,to add color washes to a painting,0.2353,0.0498,56946,CC-CEDICT 2026-06-22,CC BY-SA 4.0
68087,occult,occult,adjective,,神秘的；超自然的,relating to magic or supernatural powers,"[{""english"": ""They collected objects used in occult ceremonies."", ""chinese"": ""他們收集用於神秘儀式的物品。""}]",神靈,occult or supernatural entities in general,0.2352,0.1392,80607,CC-CEDICT 2026-06-22,CC BY-SA 4.0
17629,lass,lass,noun,C,女佣,"A girl; also (by extension) , a young woman.",[],女孩,girl; lass,0.2351,0.1819,29914,CC-CEDICT 2026-06-22,CC BY-SA 4.0
29981,stunning,stunning,adjective,,壮丽,(informal) Exceptionally beautiful or attractive.,[],絕色,(of a woman) remarkably beautiful; stunning,0.2350,0.1703,85606,CC-CEDICT 2026-06-22,CC BY-SA 4.0
1730,aramaic,aramaic,proper noun,,亚拉姆语,The language of the Arameans from the tenth century BC: often called Old Aramaic.,[],阿拉米語,Aramaic (language),0.2349,0.0981,114411,CC-CEDICT 2026-06-22,CC BY-SA 4.0
7202,constantly,constantly,adverb,,老是,In a constant manner; occurring continuously; persistently.,[],不住,repeatedly; continuously; constantly,0.2349,0.0904,2171,CC-CEDICT 2026-06-22,CC BY-SA 4.0
16421,introduction,introduction,noun,C or U,引子,"An initial section of a book or article, which introduces the subject material.",[],入門,to learn the basics of a subject; introduction (to a subject); (attributive) entry-level,0.2349,0.0618,11084,CC-CEDICT 2026-06-22,CC BY-SA 4.0
17025,kaliningrad,kaliningrad,proper noun,,加里寧格勒,"A city, the administrative center of Kaliningrad Oblast, Russia, formerly called Königsberg.",[],加里寧格勒州,Kaliningrad Oblast,0.2349,0.0835,15364,CC-CEDICT 2026-06-22,CC BY-SA 4.0
6894,compile,compile,verb,T,编纂,"(transitive, programming) To use a compiler to process source code and produce executable code.",[],編譯,(computing) to compile (source code),0.2348,0.0830,86599,CC-CEDICT 2026-06-22,CC BY-SA 4.0
24482,project,project,noun,C,项目,"A planned endeavor, usually with a specific goal and accomplished in several steps or stages.","[{""english"": ""The company abandoned that project."", ""chinese"": ""公司放弃了那个项目。""}]",大功告成,successfully accomplished (project or goal),0.2348,0.0900,27771,CC-CEDICT 2026-06-22,CC BY-SA 4.0
67826,rip,rip,verb,I or T,撕裂；扯破,to tear something quickly or with force,"[{""english"": ""Be careful not to rip the paper."", ""chinese"": ""小心不要撕破紙張。""}]",撕裂,to tear; to rip apart,0.2347,0.1366,49192,CC-CEDICT 2026-06-22,CC BY-SA 4.0
4959,camaraderie,camaraderie,noun,C or U,友誼,Close friendship in a group of friends or teammates.,[],情誼,friendship; camaraderie,0.2346,0.1765,42304,CC-CEDICT 2026-06-22,CC BY-SA 4.0
67132,dress,dress,noun,C,連身裙,a piece of clothing for women or girls that covers the body and part of the legs,"[{""english"": ""She wore a red dress."", ""chinese"": ""她穿了一條紅色連身裙。""}]",袒衣,to dress in a hurry with part of the body showing,0.2344,0.0759,98464,CC-CEDICT 2026-06-22,CC BY-SA 4.0
67096,get,get,verb,I,到達,to arrive somewhere,"[{""english"": ""What time did you get home?"", ""chinese"": ""你甚麼時候到達家中？""}]",另謀高就,to get a better job somewhere else (idiom),0.2343,0.0872,19050,CC-CEDICT 2026-06-22,CC BY-SA 4.0
21453,objective,objective,noun,C,客觀,A goal that is striven for.,[],目的,purpose; aim; goal; target; objective,0.2343,0.0779,77667,CC-CEDICT 2026-06-22,CC BY-SA 4.0
21413,nymph,nymph,noun,C,宁芙,(entomology) The larva of certain insects.,[],若蟲,(entomology) nymph,0.2341,0.1492,93443,CC-CEDICT 2026-06-22,CC BY-SA 4.0
24562,prosecutor,prosecutor,noun,C,公诉人,"(law) A person, as a complainant, victim, or chief witness, who institutes prosecution in a criminal proceeding.",[],起訴者,(law) plaintiff (in a civil case); prosecutor (in a criminal case),0.2341,0.1102,104390,CC-CEDICT 2026-06-22,CC BY-SA 4.0
25161,rail,rail,noun,C,軌,The metal bar forming part of the track for a railroad.,[],軋道車,trolley for inspecting rail track,0.2341,0.0400,105724,CC-CEDICT 2026-06-22,CC BY-SA 4.0
2877,basel,basel,proper noun,,巴塞尔,"The capital city of Basel-Stadt canton, Switzerland.",[],巴塞爾,"Basel, Switzerland",0.2340,0.2340,36810,CC-CEDICT 2026-06-22,CC BY-SA 4.0
17999,liberal,liberal,noun,C,大方的,(political) A supporter of any of several liberal parties.,[],自民黨,Liberal Democratic Party (Japanese political party),0.2340,0.0373,91730,CC-CEDICT 2026-06-22,CC BY-SA 4.0
11713,fetter,fetter,verb,T,阻礙,(transitive) To restrain or impede; to hamper.,[],鐐鎖,fetter lock (to restrain horse),0.2339,0.1339,112505,CC-CEDICT 2026-06-22,CC BY-SA 4.0
2150,astrology,astrology,noun,U,占星术,Divination about human affairs or natural phenomena from the relative positions of celestial bodies. [from 14th c.],[],星象,aspect of the celestial bodies (used for navigation and astrology),0.2338,0.0404,53203,CC-CEDICT 2026-06-22,CC BY-SA 4.0
2364,auspicious,auspicious,adjective,,便宜,Of good omen; indicating future success.,[],紫氣東來,(idiom) auspicious omen heralding good fortune,0.2337,0.1411,85135,CC-CEDICT 2026-06-22,CC BY-SA 4.0
26584,russian,russian,noun,C,俄语,"An ethnic Russian; a member of the East Slavic ethnic group which is native to, and constitutes the majority of the population of, Russia.","[{""english"": ""He can speak Russian as well."", ""chinese"": ""他还会说俄语。""}]",民粹派,"the Narodniks, Russian populist group in the 19th century",0.2337,0.0403,61853,CC-CEDICT 2026-06-22,CC BY-SA 4.0
8343,darling,darling,noun,C,心爱,Often used as an affectionate term of address: a person who is very dear to one.,[],寶子,(coll.) babe; darling; (Internet slang) (term of endearment used to address one's followers) bestie; fam,0.2336,0.0879,33749,CC-CEDICT 2026-06-22,CC BY-SA 4.0
23288,physical,physical,adjective,,物理,"Having to do with the body as opposed to the mind; corporeal, bodily. [from 18th c.]","[{""english"": ""Scientists deal mainly with physical matters."", ""chinese"": ""科学家處理大多数物理的事物。""}]",皮肉,skin and flesh; the physical body,0.2336,0.0497,77221,CC-CEDICT 2026-06-22,CC BY-SA 4.0
12676,fresh,fresh,adjective,,新鲜,"(of food) Not dried, frozen, or spoiled.","[{""english"": ""The bread isn't fresh."", ""chinese"": ""面包不新鲜。""}]",鮮活,(of food ingredients) live or fresh,0.2335,0.0515,122512,CC-CEDICT 2026-06-22,CC BY-SA 4.0
20677,national,national,noun,C,国家,(law) Somebody born under the authority of a given State.,[],國徽法,"Law on the National Emblem of the PRC, promulgated in 1991",0.2335,0.0588,24348,CC-CEDICT 2026-06-22,CC BY-SA 4.0
27222,seal,seal,noun,C,印章,A facsimile of an impression of such stamp that is a mark or symbol of an office or organisation.,[],符印,sigil; talismanic mark or symbol; (ritual) seal,0.2335,0.0812,82836,CC-CEDICT 2026-06-22,CC BY-SA 4.0
28497,smartphone,smartphone,noun,C,智能手机,(cell phone) A mobile phone with more advanced features and greater computing capacity than a featurephone.,[],平板手機,phablet (large smartphone combining features of phone and tablet),0.2334,0.0460,37796,CC-CEDICT 2026-06-22,CC BY-SA 4.0
1828,arid,arid,adjective,,乾旱,Very dry.,[],乾旱,"(of land, climate etc) arid; dry",0.2333,0.0402,4486,CC-CEDICT 2026-06-22,CC BY-SA 4.0
10222,eggplant,eggplant,noun,C or U,茄子,"(North America, AU, NZ, Philippines) The plant Solanum melongena or its edible fruit; an aubergine.",[],茄子,eggplant (Solanum melongena L.),0.2333,0.1225,93703,CC-CEDICT 2026-06-22,CC BY-SA 4.0
13726,gothenburg,gothenburg,proper noun,,哥德堡,"A city on the west coast of Sweden, in the province of Västergötland. It is the second-largest city in Sweden.",[],哥德堡,Gothenburg (city in Sweden),0.2333,0.2333,21782,CC-CEDICT 2026-06-22,CC BY-SA 4.0
17710,lax,lax,adjective,,慢,Loose; not tight or taut.,[],不苟,not lax,0.2333,0.1949,2821,CC-CEDICT 2026-06-22,CC BY-SA 4.0
23277,phrase,phrase,noun,C,短语,A short written or spoken expression.,[],字樣,written slogan or phrase,0.2333,0.0594,31405,CC-CEDICT 2026-06-22,CC BY-SA 4.0
67186,silver,silver,adjective,,銀色的,shiny grey-white in colour,"[{""english"": ""She wore silver shoes."", ""chinese"": ""她穿著銀色的鞋。""}]",銀亮,shiny bright as silver,0.2333,0.1149,111570,CC-CEDICT 2026-06-22,CC BY-SA 4.0
28444,slope,slope,verb,T,滑,(transitive) To form with a slope; to give an oblique or slanting direction to; to incline or slant.,[],陡坡,steep slope; steep incline,0.2333,0.0687,114784,CC-CEDICT 2026-06-22,CC BY-SA 4.0
16625,italy,italy,proper noun,,義大利,A country in Southern Europe. Official names: Italian Republic and Republic of Italy. Capital and largest city: Rome.,[],羅馬,"Rome, capital of Italy",0.2332,0.0390,87670,CC-CEDICT 2026-06-22,CC BY-SA 4.0
25502,recycling,recycling,noun,C or U,再利用,The practice of sorting and collecting waste materials for new use.,[],回收站,recycling center; waste materials collection depot,0.2332,0.0951,23953,CC-CEDICT 2026-06-22,CC BY-SA 4.0
31845,traffic,traffic,noun,U,交通,"The exchange or flux of information, messages or data, as in a computer or telephone network.","[{""english"": ""We got involved in a traffic accident."", ""chinese"": ""我們被捲入了一場交通事故。""}]",擁塞,"to be congested (traffic, computer network etc)",0.2332,0.0534,49414,CC-CEDICT 2026-06-22,CC BY-SA 4.0
528,adopt,adopt,verb,T,收养,To take or receive as one's own what is not so naturally.,[],認養,to adopt (choose to raise a child or animal as one's own),0.2331,0.0787,101072,CC-CEDICT 2026-06-22,CC BY-SA 4.0
9531,domain,domain,noun,C,域 w:zh,"(computing, Internet) A collection of DNS or DNS-like domain names consisting of a delegated domain name and all its subdomains.",[],域名,(computing) domain name,0.2331,0.0373,25756,CC-CEDICT 2026-06-22,CC BY-SA 4.0
66783,group,group,noun,C,帮,A number of things or persons being in some relation to one another.,"[{""english"": ""The group of people came along with us."", ""chinese"": ""那帮人也和我們一起来了。""}]",梯隊,(in an organization) group of persons of one level or grade,0.2331,0.0824,57998,CC-CEDICT 2026-06-22,CC BY-SA 4.0
18038,lie,lie,noun,C,谎言,An intentionally false statement; an intentional falsehood.,"[{""english"": ""The truth can be more painful than a lie."", ""chinese"": ""真相可能比谎言更令人痛苦。""}]",誑語,a lie; a falsehood,0.2331,0.0438,101074,CC-CEDICT 2026-06-22,CC BY-SA 4.0
32016,treatment,treatment,noun,C or U,治疗,The process or manner of treating someone or something.,[],冷暴力,the silent treatment,0.2331,0.0793,12783,CC-CEDICT 2026-06-22,CC BY-SA 4.0
30730,tamil,tamil,noun,C,泰米爾語,"A person who originates from Tamil Nadu, India or Sri Lanka or has tamil origins.",[],馬德拉斯,"Madras or Chennai 欽奈|钦奈[Qin1 nai4], capital of Tamil Nadu on East coast of India",0.2330,0.0461,120508,CC-CEDICT 2026-06-22,CC BY-SA 4.0
17924,let,let,verb,T,允許,(transitive) To allow to be or do without interference; to not disturb or meddle with; to leave alone.,[],別說,to say nothing of; not to mention; let alone,0.2329,0.0878,14021,CC-CEDICT 2026-06-22,CC BY-SA 4.0
16253,instant,instant,noun,C,即时的,A very short period of time; a moment.,[],一晃,(of passing time) in an instant,0.2327,0.1345,672,CC-CEDICT 2026-06-22,CC BY-SA 4.0
12958,galicia,galicia,proper noun,,加利西亚,"former kingdom and geographical area in Central Europe, now divided between Poland and Ukraine.",[],加利西亞,"Galicia, province and former kingdom of northwest Spain",0.2325,0.1589,15210,CC-CEDICT 2026-06-22,CC BY-SA 4.0
10288,elect,elect,verb,T,决定,(transitive) To choose or make a decision (to do something),[],推舉,to elect; to choose,0.2322,0.1766,48056,CC-CEDICT 2026-06-22,CC BY-SA 4.0
3290,berate,berate,verb,T,叱,(transitive) To chide or scold vehemently.,[],呵斥,to berate; to excoriate; to chide,0.2321,0.1420,21079,CC-CEDICT 2026-06-22,CC BY-SA 4.0
10970,eve,eve,proper noun,,伊夫,"(Abrahamism, biblical character) The first woman and mother of the human race; Adam's wife.",[],厄娃,"Eve, the first woman (transcription used in Catholic versions of the Bible) (from Hebrew Ḥawwāh)",0.2321,0.0354,17853,CC-CEDICT 2026-06-22,CC BY-SA 4.0
13054,garrison,garrison,noun,C,卫戍部队,A permanent military post.,[],戍邊,exile to a border garrison post,0.2321,0.1424,43711,CC-CEDICT 2026-06-22,CC BY-SA 4.0
18338,loathe,loathe,verb,T,恨,"(transitive) To detest, hate, or revile (someone or something).",[],憎惡,to loathe; to detest; to abhor,0.2321,0.1577,43248,CC-CEDICT 2026-06-22,CC BY-SA 4.0
19257,massif,massif,noun,C,山脉,A principal mountain mass.,[],道拉吉里峰,"Dhaulagiri, mountain massif in the Himalayas",0.2321,0.1424,108609,CC-CEDICT 2026-06-22,CC BY-SA 4.0
67677,occupied,occupied,adjective,,忙於…的,busy doing or thinking about something,"[{""english"": ""She was fully occupied with her work."", ""chinese"": ""她正忙於工作。""}]",忙著,to be occupied with (doing sth),0.2321,0.1426,41187,CC-CEDICT 2026-06-22,CC BY-SA 4.0
67651,pot,pot,noun,C,花盆；盆,a container in which plants are grown,"[{""english"": ""She planted the herb in a clay pot."", ""chinese"": ""她把香草種在陶製花盆裡。""}]",筆筒,pen container; brush pot,0.2321,0.0941,82984,CC-CEDICT 2026-06-22,CC BY-SA 4.0
68145,recite,recite,verb,T,背誦；朗誦,"to say a poem, passage, or list aloud from memory","[{""english"": ""The student recited the poem clearly."", ""chinese"": ""學生清楚地朗誦了詩篇。""}]",背,to recite from memory,0.2321,0.0571,90058,CC-CEDICT 2026-06-22,CC BY-SA 4.0
27013,scatter,scatter,verb,T,散射,"(transitive, physics) To deflect (radiation or particles).",[],散射,(physics) to scatter,0.2321,0.1356,50880,CC-CEDICT 2026-06-22,CC BY-SA 4.0
28260,sixth,sixth,noun,C,分之,One of six equal parts of a whole.,[],六分之一,one sixth,0.2321,0.1242,12032,CC-CEDICT 2026-06-22,CC BY-SA 4.0
28898,sorry,sorry,exclamation,,对不起,Used to correct oneself in speech.,"[{""english"": ""I'm sorry, I can't stay long."", ""chinese"": ""对不起，我不能待很久。""}]",自艾自憐,(idiom) to feel sorry for oneself,0.2321,0.0811,91874,CC-CEDICT 2026-06-22,CC BY-SA 4.0
31040,term,term,noun,C,名词,"A word or phrase (e.g., noun phrase, verb phrase, open compound), especially one from a specialised area of knowledge; a name for a concept.",[],名詞,term (name for a concept),0.2321,0.0854,20329,CC-CEDICT 2026-06-22,CC BY-SA 4.0
31760,tough,tough,adjective,,硬汉,"(of questions, etc.) Difficult or demanding.",[],老,(of meat etc) tough,0.2321,0.0363,88413,CC-CEDICT 2026-06-22,CC BY-SA 4.0
34359,worth,worth,adjective,,价值,"(obsolete, except in Scots) Valuable, worthwhile.",[],值當,(coll.) worth it; worthwhile,0.2321,0.0636,8947,CC-CEDICT 2026-06-22,CC BY-SA 4.0
34552,yield,yield,verb,T,產生；帶來,To give as a result or outcome; to produce or render.,[],出,to produce; to yield,0.2321,0.1240,13100,CC-CEDICT 2026-06-22,CC BY-SA 4.0
66518,black,black,noun,U,黑色,"the darkest colour, produced by the absence or absorption of light","[{""english"": ""The design is available in black."", ""chinese"": ""這款設計有黑色可供選擇。""}]",普洱茶,"Pu'er tea, a type of black tea produced in the Pu'er region of southwestern Yunnan",0.2318,0.0664,53693,CC-CEDICT 2026-06-22,CC BY-SA 4.0
9928,duodenum,duodenum,noun,C,十二指肠,"(anatomy) The first part of the small intestine, starting at the lower end of the stomach and extending to the jejunum.",[],空腸,"jejunum (empty gut, middle segment of small intestine between duodenum 十二指腸|十二指肠[shi2 er4 zhi3 chang2] and ileum 回腸|回肠[hui2 chang2])",0.2318,0.2115,82068,CC-CEDICT 2026-06-22,CC BY-SA 4.0
12158,florida,florida,proper noun,,佛罗里达,A state of the United States. Capital: Tallahassee. Largest city: Jacksonville.,[],塔拉哈西,"Tallahassee, capital of Florida",0.2317,0.1339,26346,CC-CEDICT 2026-06-22,CC BY-SA 4.0
458,adapt,adapt,verb,T,適應,(transitive) To fit by alteration; to modify or remodel for a different purpose; to adjust.,"[{""english"": ""Man has a great capacity to adapt to environmental changes."", ""chinese"": ""人類適應環境變化的能力很強。""}]",轉用,to adapt for use for another purpose,0.2316,0.0863,106449,CC-CEDICT 2026-06-22,CC BY-SA 4.0
66500,good,good,adjective,,擅長的；熟練的,able to do something well,"[{""english"": ""She is very good at mathematics."", ""chinese"": ""她很擅長數學。""}]",硬,good (quality); able (person),0.2316,0.0685,79610,CC-CEDICT 2026-06-22,CC BY-SA 4.0
21807,onion,onion,noun,C,洋蔥,"A monocotyledonous plant (Allium cepa), allied to garlic, used as vegetable and spice.","[{""english"": ""I love onions!"", ""chinese"": ""我愛洋蔥！""}]",洋蔥,onion (Allium cepa),0.2316,0.0919,64416,CC-CEDICT 2026-06-22,CC BY-SA 4.0
23873,pompeii,pompeii,proper noun,,庞贝,"A city and commune in the Metropolitan City of Naples, Campania, Italy.",[],龐貝,"Pompeii, ancient Roman town near Naples, Italy",0.2315,0.2315,125013,CC-CEDICT 2026-06-22,CC BY-SA 4.0
6723,comfort,comfort,noun,C or U,方便,"Contentment, ease.",[],享清福,to live in ease and comfort,0.2314,0.0793,5578,CC-CEDICT 2026-06-22,CC BY-SA 4.0
10403,embrace,embrace,verb,T,拥抱,(transitive) To clasp (someone or each other) in the arms with affection; to take in the arms; to hug.,"[{""english"": ""He spread his arms as though wanting to embrace the world."", ""chinese"": ""他张开双臂, 似乎要拥抱这个世界。""}]",攬,to take into one's arms; to embrace,0.2314,0.0884,49992,CC-CEDICT 2026-06-22,CC BY-SA 4.0
7596,counter,counter,noun,C,櫃檯,A table or board on which money is counted and over which business is transacted,"[{""english"": ""Where is the United Airlines check-in counter?"", ""chinese"": ""聯合航空公司辦理登機手續的櫃檯在哪裡？""}]",驗鈔器,money counter and counterfeit detection machine,0.2313,0.0849,121130,CC-CEDICT 2026-06-22,CC BY-SA 4.0
3220,bellow,bellow,verb,I,吼叫；咆哮,To shout in a deep voice.,[],怒喝,to shout intimidatingly; to bellow (in anger),0.2311,0.1290,41394,CC-CEDICT 2026-06-22,CC BY-SA 4.0
20538,mutual,mutual,adjective,,互相,"Having the same relationship, each to each other.","[{""english"": ""They want to talk to you about areas of mutual interest."", ""chinese"": ""他们想和你互相谈谈共同的兴趣领域。""}]",情場,mutual relationship,0.2311,0.0718,42247,CC-CEDICT 2026-06-22,CC BY-SA 4.0
66766,pay,pay,verb,I or T,付款,(ambitransitive) To give money or other compensation to in exchange for goods or services.,"[{""english"": ""Pay the cashier on the way out."", ""chinese"": ""在出口處的收银台付款。""}]",敷湯藥,(coll.) to pay compensation for medical expenses,0.2311,0.0648,51118,CC-CEDICT 2026-06-22,CC BY-SA 4.0
32605,underrate,underrate,verb,T,低估,(transitive) To underestimate; to make too low a rate or estimate.,"[{""english"": ""The importance of music is underrated."", ""chinese"": ""音乐的重要性被低估了。""}]",低估,to underestimate; to underrate,0.2311,0.2311,7153,CC-CEDICT 2026-06-22,CC BY-SA 4.0
16755,jeddah,jeddah,proper noun,,吉达,"A port city in Mecca Province, Saudi Arabia.",[],吉達,"Jeddah (Saudi city, on Red Sea)",0.2310,0.2310,19963,CC-CEDICT 2026-06-22,CC BY-SA 4.0
66539,take,take,verb,T,接受；選擇,"to accept, choose, or receive something","[{""english"": ""I will take the blue one."", ""chinese"": ""我會選藍色的那一個。""}]",承做,to take on (i.e. to accept a task),0.2309,0.0382,45253,CC-CEDICT 2026-06-22,CC BY-SA 4.0
5312,cassava,cassava,noun,C or U,木薯,The root of this plant.,[],木薯,"cassava, a tropical tuber plant",0.2308,0.0955,55510,CC-CEDICT 2026-06-22,CC BY-SA 4.0
17198,kilter,kilter,noun,U,状况,"(chiefly in the negative) Chiefly in out of kilter: (good) condition, form, or order; fettle. [from 17th c.]",[],失準,(of an instrument) to be out of kilter,0.2308,0.2308,29315,CC-CEDICT 2026-06-22,CC BY-SA 4.0
25765,renounce,renounce,verb,T,誓绝,"(transitive) To give up, resign, surrender.",[],放棄,to renounce; to abandon; to give up,0.2306,0.1420,50384,CC-CEDICT 2026-06-22,CC BY-SA 4.0
427,active,active,adjective,,活动,Brisk; lively.,"[{""english"": ""The volcano has become active again."", ""chinese"": ""這座火山又開始活動了。""}]",蹦躂,(coll.) to jump about; to be active; to be lively,0.2304,0.1304,105338,CC-CEDICT 2026-06-22,CC BY-SA 4.0
66626,cast,cast,verb,T,選派角色,to choose an actor for a particular role,"[{""english"": ""She was cast as the lead character."", ""chinese"": ""她獲選派飾演主角。""}]",選角,"to cast actors for a film, play etc",0.2304,0.0399,109099,CC-CEDICT 2026-06-22,CC BY-SA 4.0
